
COUNTRY,CITY,SALES,DATE
Germany,Frankfurt am Main,11664,2022-06-23 05:15
France,Nantes,22016,2022-01-23 10:33
India,Delhi,39856,2022-05-18 02:33
Japan,Kyoto,80520,2022-04-07 9:30
South Korea,Incheon,61790,2022-05-18 02:33
Mexico,Puebla,486,2022-06-23 05:15
Japan,Osaka,26226,2022-05-18 02:33
South Korea,Seoul,29232,2022-05-18 02:33
France,Toulouse,52680,2022-05-18 02:33
China,Shanghai,55080,2022-06-23 05:15
Germany,Hamburg,38012,2022-06-23 05:15
Italy,Naples,16650,2022-04-07 9:30
Italy,Turin,9918,2022-05-18 02:33
France,Paris,1696,2022-06-23 05:15
South Korea,Seoul,36120,2022-06-23 05:15
Germany,Berlin,1800,2022-04-07 9:30
Germany,Koeln,12411,2022-04-07 9:30
Mexico,Iztapalapa,13240,2022-04-07 9:30
India,Bengaluru,14586,2022-05-18 02:33
United States,San Jose,12908,2022-05-18 02:33
Germany,Frankfurt am Main,6920,2022-04-07 9:30
United States,Philadelphia,50796,2022-01-23 10:33
Mexico,Guadalajara,23684,2022-04-07 9:30
Brazil,Brasilia,42421,2022-01-23 10:33
South Korea,Daegu,17028,2022-05-18 02:33
Italy,Turin,25134,2022-06-23 05:15
Italy,Naples,20832,2022-04-07 9:30
Italy,Naples,25200,2022-04-07 9:30
Italy,Naples,14004,2022-05-18 02:33
United States,San Francisco,712,2022-06-23 05:15
Germany,Frankfurt am Main,20524,2022-05-18 02:33
United States,San Jose,9630,2022-06-23 05:15
Italy,Turin,23779,2022-04-07 9:30
Brazil,Fortaleza,5570,2022-01-23 10:33
Brazil,Brasilia,5004,2022-01-23 10:33
United States,New York City,93492,2022-05-18 02:33
China,Beijing,11532,2022-06-23 05:15
Japan,Tokyo,14070,2022-06-23 05:15
Japan,Kyoto,56658,2022-04-07 9:30
France,Nice,55428,2022-01-23 10:33
France,Toulouse,73704,2022-06-23 05:15
United States,New York City,9252,2022-05-18 02:33
United States,Los Angeles,35120,2022-05-18 02:33
India,Chennai,4788,2022-01-23 10:33
United States,Washington,7898,2022-01-23 10:33
India,Delhi,8063,2022-05-18 02:33
Japan,Tokyo,24,2022-04-07 9:30
Mexico,Puebla,31878,2022-04-07 9:30
Germany,Berlin,21582,2022-01-23 10:33
Japan,Kyoto,28612,2022-05-18 02:33
Brazil,Sao Paulo,26432,2022-04-07 9:30
Japan,Osaka,10200,2022-04-07 9:30
China,Tianjin,3670,2022-01-23 10:33
Mexico,Guadalajara,6062,2022-05-18 02:33
China,Shanghai,78408,2022-01-23 10:33
United States,Los Angeles,44427,2022-01-23 10:33
South Korea,Incheon,70889,2022-01-23 10:33
India,Chennai,45167,2022-04-07 9:30
South Korea,Seoul,22341,2022-04-07 9:30
France,Nantes,50880,2022-05-18 02:33
Japan,Kyoto,1115,2022-06-23 05:15
United States,San Francisco,645,2022-06-23 05:15
China,Beijing,7680,2022-06-23 05:15
Brazil,Belo Horizonte,31010,2022-01-23 10:33
Japan,Sapporo,4059,2022-06-23 05:15
Japan,Tokyo,82917,2022-05-18 02:33
France,Nantes,61740,2022-06-23 05:15
Brazil,Sao Paulo,14504,2022-04-07 9:30
France,Nice,3774,2022-04-07 9:30
United States,San Jose,39120,2022-04-07 9:30
India,Mumbai,26841,2022-01-23 10:33
Mexico,Ecatepec de Morelos,49401,2022-04-07 9:30
India,Chennai,19136,2022-05-18 02:33
Mexico,Iztapalapa,11977,2022-01-23 10:33
China,Guangzhou,63040,2022-04-07 9:30
India,Chennai,24512,2022-01-23 10:33
France,Nantes,34272,2022-05-18 02:33
South Korea,Seoul,19860,2022-01-23 10:33
South Korea,Seoul,11868,2022-05-18 02:33
Germany,Frankfurt am Main,24395,2022-06-23 05:15
Brazil,Belo Horizonte,18130,2022-04-07 9:30
United States,San Francisco,12177,2022-04-07 9:30
Germany,Munich,27120,2022-04-07 9:30
United States,Houston,10074,2022-06-23 05:15
South Korea,Seoul,56025,2022-01-23 10:33
Mexico,Ecatepec de Morelos,6708,2022-01-23 10:33
United States,Philadelphia,28710,2022-05-18 02:33
Germany,Hamburg,744,2022-04-07 9:30
Mexico,Guadalajara,456,2022-06-23 05:15
Germany,Hamburg,19104,2022-05-18 02:33
India,Kolkata,17287,2022-05-18 02:33
Germany,Berlin,13549,2022-05-18 02:33
South Korea,Seoul,34749,2022-01-23 10:33
Mexico,Ecatepec de Morelos,10775,2022-01-23 10:33
South Korea,Daegu,10674,2022-01-23 10:33
France,Nantes,32175,2022-05-18 02:33
Italy,Turin,88780,2022-04-07 9:30
Italy,Naples,13680,2022-04-07 9:30
United States,Washington,5754,2022-05-18 02:33
Brazil,Sao Paulo,8840,2022-05-18 02:33
Germany,Koeln,16044,2022-01-23 10:33
Italy,Turin,48312,2022-05-18 02:33
India,Chennai,6460,2022-05-18 02:33
United States,Chicago,48,2022-06-23 05:15
Germany,Hamburg,3822,2022-01-23 10:33
Italy,Naples,60465,2022-04-07 9:30
United States,Houston,54678,2022-01-23 10:33
France,Toulouse,2229,2022-04-07 9:30
United States,Philadelphia,13621,2022-06-23 05:15
Germany,Frankfurt am Main,42395,2022-05-18 02:33
France,Nantes,19800,2022-04-07 9:30
United States,New York City,10716,2022-06-23 05:15
India,Delhi,16068,2022-06-23 05:15
China,Tianjin,24300,2022-05-18 02:33
Brazil,Belo Horizonte,3792,2022-01-23 10:33
Germany,Berlin,552,2022-06-23 05:15
France,Nice,16168,2022-04-07 9:30
United States,Houston,2265,2022-05-18 02:33
Mexico,Puebla,22852,2022-01-23 10:33
Japan,Kyoto,82170,2022-05-18 02:33
Germany,Berlin,16005,2022-05-18 02:33
Germany,Munich,11492,2022-06-23 05:15
Japan,Osaka,1976,2022-06-23 05:15
United States,New York City,56978,2022-05-18 02:33
Mexico,Puebla,57384,2022-06-23 05:15
Mexico,Guadalajara,12614,2022-01-23 10:33
Italy,Rome,1547,2022-06-23 05:15
Germany,Berlin,7236,2022-06-23 05:15
France,Toulouse,80640,2022-04-07 9:30
United States,New York City,36360,2022-06-23 05:15
Brazil,Fortaleza,43940,2022-05-18 02:33
Japan,Tokyo,28944,2022-04-07 9:30
Japan,Tokyo,3960,2022-05-18 02:33
Brazil,Sao Paulo,7280,2022-01-23 10:33
Mexico,Puebla,19093,2022-06-23 05:15
Italy,Milan,7084,2022-06-23 05:15
China,Tianjin,15246,2022-01-23 10:33
France,Toulouse,50040,2022-01-23 10:33
United States,New York City,89608,2022-06-23 05:15
France,Lyon,8410,2022-05-18 02:33
France,Toulouse,4565,2022-05-18 02:33
India,Delhi,20368,2022-06-23 05:15
Japan,Osaka,22563,2022-06-23 05:15
France,Lyon,5280,2022-05-18 02:33
South Korea,Busan,42517,2022-05-18 02:33
China,Shanghai,38835,2022-01-23 10:33
Japan,Tokyo,16926,2022-01-23 10:33
Brazil,Sao Paulo,24111,2022-05-18 02:33
Japan,Sapporo,86632,2022-01-23 10:33
South Korea,Seoul,448,2022-06-23 05:15
Germany,Munich,19560,2022-04-07 9:30
Mexico,Ecatepec de Morelos,3400,2022-01-23 10:33
France,Nantes,9700,2022-05-18 02:33
United States,New York City,38881,2022-01-23 10:33
Mexico,Ecatepec de Morelos,21910,2022-05-18 02:33
France,Lyon,1617,2022-01-23 10:33
China,Shanghai,28308,2022-06-23 05:15
United States,New York City,24,2022-04-07 9:30
India,Delhi,63456,2022-04-07 9:30
China,Guangzhou,1012,2022-06-23 05:15
United States,Philadelphia,1650,2022-06-23 05:15
India,Mumbai,17680,2022-04-07 9:30
South Korea,Busan,10719,2022-01-23 10:33
China,Shanghai,5447,2022-05-18 02:33
Japan,Tokyo,3016,2022-06-23 05:15
Italy,Milan,32984,2022-04-07 9:30
Mexico,Ecatepec de Morelos,22120,2022-04-07 9:30
United States,Philadelphia,14100,2022-04-07 9:30
Mexico,Iztapalapa,1340,2022-01-23 10:33
Japan,Kyoto,1386,2022-06-23 05:15
Brazil,Brasilia,3933,2022-01-23 10:33
Japan,Kyoto,2736,2022-06-23 05:15
United States,Los Angeles,4200,2022-06-23 05:15
United States,Houston,1896,2022-06-23 05:15
United States,Houston,86830,2022-01-23 10:33
India,Delhi,20672,2022-05-18 02:33
India,Chennai,9020,2022-06-23 05:15
Japan,Tokyo,11488,2022-01-23 10:33
Japan,Kyoto,6045,2022-01-23 10:33
Mexico,Ecatepec de Morelos,6720,2022-06-23 05:15
India,Chennai,749,2022-01-23 10:33
United States,Houston,17725,2022-01-23 10:33
Mexico,Iztapalapa,17874,2022-01-23 10:33
Mexico,Ecatepec de Morelos,38649,2022-01-23 10:33
Mexico,Mexico City,35927,2022-06-23 05:15
China,Shanghai,26290,2022-05-18 02:33
Japan,Kyoto,4760,2022-06-23 05:15
United States,Los Angeles,64722,2022-01-23 10:33
United States,Philadelphia,15912,2022-01-23 10:33
Japan,Sapporo,11872,2022-01-23 10:33
France,Nantes,36558,2022-06-23 05:15
Mexico,Iztapalapa,16000,2022-05-18 02:33
Germany,Hamburg,33600,2022-04-07 9:30
Germany,Munich,764,2022-05-18 02:33
Brazil,Brasilia,51004,2022-04-07 9:30
China,Tianjin,54720,2022-01-23 10:33
South Korea,Busan,9126,2022-01-23 10:33
India,Kolkata,11745,2022-06-23 05:15
China,Tianjin,26720,2022-01-23 10:33
South Korea,Busan,53409,2022-01-23 10:33
China,Tianjin,6850,2022-06-23 05:15
United States,Los Angeles,10414,2022-05-18 02:33
Brazil,Brasilia,16827,2022-01-23 10:33
South Korea,Seoul,17360,2022-05-18 02:33
Mexico,Iztapalapa,78186,2022-01-23 10:33
China,Shanghai,49086,2022-04-07 9:30
India,Mumbai,15663,2022-05-18 02:33
China,Beijing,8136,2022-01-23 10:33
Brazil,Sao Paulo,80723,2022-05-18 02:33
South Korea,Seoul,14326,2022-05-18 02:33
Italy,Turin,10368,2022-01-23 10:33
Italy,Turin,34916,2022-06-23 05:15
India,Delhi,3030,2022-05-18 02:33
United States,Houston,29852,2022-05-18 02:33
Italy,Rome,16940,2022-06-23 05:15
China,Tianjin,19012,2022-05-18 02:33
China,Guangzhou,52160,2022-01-23 10:33
Germany,Berlin,3145,2022-04-07 9:30
France,Lyon,560,2022-05-18 02:33
United States,San Francisco,36880,2022-04-07 9:30
Mexico,Mexico City,11952,2022-05-18 02:33
Mexico,Ecatepec de Morelos,13642,2022-01-23 10:33
United States,San Francisco,11172,2022-06-23 05:15
Germany,Frankfurt am Main,6075,2022-05-18 02:33
France,Toulouse,72412,2022-06-23 05:15
Japan,Sapporo,14168,2022-05-18 02:33
Mexico,Mexico City,39552,2022-01-23 10:33
India,Delhi,33128,2022-06-23 05:15
Germany,Hamburg,14065,2022-04-07 9:30
South Korea,Incheon,8118,2022-05-18 02:33
United States,Philadelphia,13284,2022-04-07 9:30
India,Mumbai,50895,2022-05-18 02:33
South Korea,Busan,45570,2022-04-07 9:30
Japan,Kyoto,114,2022-05-18 02:33
South Korea,Incheon,16200,2022-06-23 05:15
United States,Los Angeles,16430,2022-06-23 05:15
South Korea,Seoul,70015,2022-04-07 9:30
Germany,Hamburg,30774,2022-05-18 02:33
Mexico,Ecatepec de Morelos,792,2022-01-23 10:33
Mexico,Guadalajara,63753,2022-01-23 10:33
Germany,Berlin,51471,2022-04-07 9:30
France,Nice,24480,2022-01-23 10:33
United States,San Francisco,6314,2022-06-23 05:15
Germany,Berlin,47610,2022-05-18 02:33
France,Paris,16272,2022-04-07 9:30
United States,San Jose,41366,2022-06-23 05:15
France,Nice,13840,2022-06-23 05:15
Brazil,Sao Paulo,7905,2022-06-23 05:15
India,Bengaluru,14478,2022-01-23 10:33
China,Tianjin,72568,2022-01-23 10:33
United States,San Francisco,7536,2022-06-23 05:15
India,Kolkata,36456,2022-04-07 9:30
Italy,Turin,65819,2022-06-23 05:15
United States,San Jose,4384,2022-06-23 05:15
United States,New York City,40320,2022-01-23 10:33
India,Delhi,76446,2022-06-23 05:15
China,Guangzhou,53865,2022-05-18 02:33
India,Mumbai,62464,2022-05-18 02:33
Germany,Frankfurt am Main,1946,2022-06-23 05:15
South Korea,Busan,27648,2022-04-07 9:30
South Korea,Seoul,43400,2022-05-18 02:33
United States,Chicago,10738,2022-06-23 05:15
Mexico,Mexico City,19236,2022-05-18 02:33
Brazil,Brasilia,10648,2022-04-07 9:30
France,Lyon,34743,2022-01-23 10:33
India,Bengaluru,29766,2022-01-23 10:33
Germany,Munich,11454,2022-06-23 05:15
United States,Philadelphia,17010,2022-05-18 02:33
Japan,Kyoto,6848,2022-04-07 9:30
Brazil,Fortaleza,11000,2022-01-23 10:33
Japan,Sapporo,1290,2022-05-18 02:33
South Korea,Seoul,764,2022-05-18 02:33
Brazil,Fortaleza,38778,2022-04-07 9:30
Japan,Kyoto,12996,2022-05-18 02:33
United States,San Francisco,19872,2022-06-23 05:15
United States,Philadelphia,40560,2022-01-23 10:33
France,Nice,9696,2022-04-07 9:30
Japan,Sapporo,28529,2022-06-23 05:15
India,Bengaluru,3552,2022-05-18 02:33
Japan,Osaka,31682,2022-06-23 05:15
France,Nice,5040,2022-06-23 05:15
Germany,Frankfurt am Main,10695,2022-04-07 9:30
United States,Chicago,54351,2022-06-23 05:15
Germany,Munich,22425,2022-06-23 05:15
United States,Philadelphia,33840,2022-05-18 02:33
France,Toulouse,180,2022-06-23 05:15
France,Lyon,3999,2022-06-23 05:15
China,Shanghai,17600,2022-01-23 10:33
Brazil,Sao Paulo,11178,2022-06-23 05:15
United States,Washington,16146,2022-04-07 9:30
India,Mumbai,8240,2022-06-23 05:15
Italy,Naples,22506,2022-05-18 02:33
South Korea,Incheon,9192,2022-05-18 02:33
Japan,Osaka,28975,2022-06-23 05:15
Mexico,Mexico City,86,2022-04-07 9:30
France,Paris,3845,2022-06-23 05:15
Brazil,Sao Paulo,4188,2022-06-23 05:15
Japan,Sapporo,30400,2022-05-18 02:33
Mexico,Iztapalapa,12193,2022-05-18 02:33
South Korea,Seoul,14818,2022-05-18 02:33
Italy,Naples,47348,2022-05-18 02:33
Germany,Frankfurt am Main,1680,2022-05-18 02:33
United States,San Francisco,2030,2022-06-23 05:15
Mexico,Ecatepec de Morelos,59849,2022-04-07 9:30
China,Shanghai,19414,2022-01-23 10:33
United States,San Francisco,11475,2022-04-07 9:30
India,Chennai,4524,2022-06-23 05:15
India,Mumbai,16872,2022-06-23 05:15
United States,San Francisco,11610,2022-06-23 05:15
Germany,Berlin,68761,2022-05-18 02:33
France,Nantes,7803,2022-05-18 02:33
Germany,Munich,5810,2022-04-07 9:30
Brazil,Sao Paulo,180,2022-06-23 05:15
China,Guangzhou,86490,2022-01-23 10:33
China,Guangzhou,37160,2022-01-23 10:33
Mexico,Ecatepec de Morelos,88360,2022-06-23 05:15
Mexico,Guadalajara,42480,2022-01-23 10:33
United States,San Francisco,10472,2022-04-07 9:30
Brazil,Belo Horizonte,6013,2022-06-23 05:15
France,Paris,60882,2022-04-07 9:30
Mexico,Ecatepec de Morelos,18540,2022-05-18 02:33
Brazil,Brasilia,1034,2022-01-23 10:33
India,Chennai,2480,2022-05-18 02:33
United States,Los Angeles,21158,2022-04-07 9:30
Italy,Turin,73358,2022-04-07 9:30
Japan,Kyoto,42030,2022-01-23 10:33
Germany,Munich,41574,2022-01-23 10:33
Italy,Milan,24516,2022-04-07 9:30
India,Mumbai,26852,2022-06-23 05:15
Japan,Kyoto,42097,2022-06-23 05:15
United States,San Francisco,31265,2022-06-23 05:15
South Korea,Daegu,35280,2022-04-07 9:30
Italy,Milan,285,2022-05-18 02:33
Mexico,Iztapalapa,6940,2022-05-18 02:33
Japan,Tokyo,36627,2022-05-18 02:33
Germany,Munich,3424,2022-05-18 02:33
Germany,Koeln,52398,2022-01-23 10:33
India,Chennai,15238,2022-06-23 05:15
China,Shanghai,71484,2022-05-18 02:33
South Korea,Incheon,5146,2022-06-23 05:15
India,Kolkata,11925,2022-01-23 10:33
Brazil,Belo Horizonte,82646,2022-01-23 10:33
India,Bengaluru,8295,2022-04-07 9:30
India,Delhi,430,2022-04-07 9:30
China,Tianjin,54,2022-05-18 02:33
Italy,Rome,19778,2022-04-07 9:30
United States,Chicago,2936,2022-06-23 05:15
Mexico,Guadalajara,21084,2022-04-07 9:30
India,Delhi,600,2022-04-07 9:30
United States,Los Angeles,23370,2022-06-23 05:15
India,Chennai,28514,2022-04-07 9:30
Brazil,Belo Horizonte,59248,2022-04-07 9:30
France,Toulouse,4158,2022-05-18 02:33
Brazil,Fortaleza,66732,2022-05-18 02:33
India,Mumbai,22044,2022-01-23 10:33
China,Guangzhou,40710,2022-06-23 05:15
India,Chennai,4884,2022-04-07 9:30
United States,San Francisco,26650,2022-06-23 05:15
Brazil,Fortaleza,74733,2022-04-07 9:30
Japan,Sapporo,20605,2022-06-23 05:15
Mexico,Guadalajara,43000,2022-05-18 02:33
South Korea,Incheon,13509,2022-06-23 05:15
France,Toulouse,10230,2022-05-18 02:33
China,Guangzhou,1751,2022-04-07 9:30
France,Paris,1476,2022-04-07 9:30
China,Guangzhou,3054,2022-06-23 05:15
Germany,Berlin,35739,2022-05-18 02:33
Germany,Berlin,10440,2022-01-23 10:33
South Korea,Daegu,45375,2022-04-07 9:30
Italy,Turin,78320,2022-04-07 9:30
United States,Los Angeles,27621,2022-06-23 05:15
United States,Undefined,23171,2022-06-23 05:15
Italy,Milan,97812,2022-06-23 05:15
Italy,Rome,8620,2022-06-23 05:15
United States,San Jose,6160,2022-04-07 9:30
Japan,Kyoto,4482,2022-01-23 10:33
Brazil,Fortaleza,20100,2022-06-23 05:15
China,Beijing,13630,2022-06-23 05:15
Germany,Hamburg,22098,2022-05-18 02:33
United States,Philadelphia,58900,2022-01-23 10:33
India,Delhi,57340,2022-06-23 05:15
Italy,Turin,12416,2022-05-18 02:33
Germany,Koeln,70928,2022-01-23 10:33
China,Tianjin,12925,2022-05-18 02:33
Mexico,Iztapalapa,256,2022-04-07 9:30
United States,Chicago,68530,2022-01-23 10:33
Germany,Munich,2562,2022-04-07 9:30
South Korea,Daegu,10868,2022-01-23 10:33
Mexico,Ecatepec de Morelos,141,2022-01-23 10:33
United States,San Francisco,8372,2022-05-18 02:33
South Korea,Daegu,42336,2022-06-23 05:15
France,Nantes,32981,2022-04-07 9:30
Brazil,Belo Horizonte,41712,2022-04-07 9:30
China,Tianjin,2596,2022-04-07 9:30
United States,Houston,44688,2022-04-07 9:30
United States,Los Angeles,37100,2022-06-23 05:15
Mexico,Puebla,5170,2022-05-18 02:33
China,Shanghai,73500,2022-04-07 9:30
Brazil,Brasilia,65272,2022-06-23 05:15
Germany,Koeln,77425,2022-06-23 05:15
Mexico,Iztapalapa,56715,2022-04-07 9:30
Japan,Kyoto,6381,2022-05-18 02:33
United States,Los Angeles,54800,2022-05-18 02:33
Germany,Munich,74119,2022-05-18 02:33
Japan,Sapporo,22792,2022-04-07 9:30
Germany,Koeln,44550,2022-04-07 9:30
China,Guangzhou,71655,2022-06-23 05:15
India,Chennai,75715,2022-04-07 9:30
India,Kolkata,49970,2022-04-07 9:30
India,Mumbai,28998,2022-01-23 10:33
India,Kolkata,4405,2022-04-07 9:30
United States,New York City,28830,2022-06-23 05:15
Japan,Sapporo,10465,2022-06-23 05:15
Brazil,Brasilia,18855,2022-05-18 02:33
Italy,Rome,3872,2022-06-23 05:15
Germany,Frankfurt am Main,2643,2022-06-23 05:15
India,Delhi,4559,2022-05-18 02:33
United States,Washington,2739,2022-04-07 9:30
United States,New York City,5012,2022-01-23 10:33
Brazil,Belo Horizonte,14994,2022-01-23 10:33
Germany,Hamburg,18492,2022-06-23 05:15
United States,San Francisco,6435,2022-05-18 02:33
Mexico,Ecatepec de Morelos,49742,2022-04-07 9:30
India,Chennai,5490,2022-05-18 02:33
Brazil,Fortaleza,17064,2022-05-18 02:33
China,Shanghai,588,2022-04-07 9:30
China,Shanghai,34669,2022-04-07 9:30
France,Lyon,33320,2022-01-23 10:33
Italy,Turin,25146,2022-06-23 05:15
Italy,Milan,19796,2022-05-18 02:33
India,Kolkata,4488,2022-05-18 02:33
Germany,Frankfurt am Main,26496,2022-05-18 02:33
Mexico,Mexico City,51612,2022-04-07 9:30
United States,San Francisco,13970,2022-04-07 9:30
United States,Washington,43920,2022-01-23 10:33
India,Mumbai,30636,2022-01-23 10:33
France,Lyon,6408,2022-04-07 9:30
United States,New York City,37191,2022-06-23 05:15
Mexico,Mexico City,10550,2022-01-23 10:33
United States,Washington,50646,2022-01-23 10:33
United States,Washington,34486,2022-04-07 9:30
Germany,Hamburg,25360,2022-06-23 05:15
Japan,Osaka,74256,2022-04-07 9:30
Japan,Sapporo,62308,2022-04-07 9:30
Italy,Rome,4730,2022-04-07 9:30
United States,Philadelphia,2064,2022-06-23 05:15
Japan,Sapporo,2951,2022-06-23 05:15
France,Paris,17394,2022-05-18 02:33
Mexico,Puebla,525,2022-01-23 10:33
Japan,Tokyo,24381,2022-04-07 9:30
India,Chennai,88173,2022-01-23 10:33
Germany,Hamburg,56240,2022-04-07 9:30
Japan,Tokyo,69624,2022-06-23 05:15
France,Paris,8010,2022-05-18 02:33
China,Tianjin,58374,2022-04-07 9:30
Germany,Hamburg,8170,2022-05-18 02:33
France,Nantes,33033,2022-06-23 05:15
Italy,Naples,3152,2022-01-23 10:33
United States,Philadelphia,41548,2022-05-18 02:33
United States,Los Angeles,6156,2022-06-23 05:15
South Korea,Busan,32026,2022-05-18 02:33
Brazil,Brasilia,13861,2022-05-18 02:33
United States,Washington,12825,2022-04-07 9:30
United States,New York City,5005,2022-06-23 05:15
Brazil,Belo Horizonte,64856,2022-04-07 9:30
United States,Los Angeles,3692,2022-01-23 10:33
Japan,Osaka,10553,2022-05-18 02:33
Brazil,Belo Horizonte,38218,2022-06-23 05:15
United States,San Jose,12389,2022-06-23 05:15
France,Nice,5040,2022-01-23 10:33
Italy,Naples,17999,2022-01-23 10:33
Japan,Kyoto,2288,2022-06-23 05:15
Japan,Kyoto,33312,2022-06-23 05:15
United States,Chicago,10164,2022-04-07 9:30
France,Nantes,20655,2022-05-18 02:33
Brazil,Fortaleza,23496,2022-06-23 05:15
United States,Houston,14575,2022-05-18 02:33
United States,San Jose,54180,2022-04-07 9:30
India,Bengaluru,54672,2022-04-07 9:30
United States,San Francisco,6280,2022-04-07 9:30
Brazil,Belo Horizonte,5544,2022-06-23 05:15
Italy,Turin,77644,2022-04-07 9:30
Mexico,Mexico City,2112,2022-01-23 10:33
Germany,Hamburg,5180,2022-06-23 05:15
India,Delhi,72842,2022-04-07 9:30
United States,San Francisco,86900,2022-05-18 02:33
India,Bengaluru,30228,2022-04-07 9:30
South Korea,Busan,2970,2022-04-07 9:30
Mexico,Mexico City,7700,2022-05-18 02:33
China,Tianjin,13846,2022-04-07 9:30
United States,San Jose,55440,2022-06-23 05:15
United States,Chicago,4392,2022-04-07 9:30
India,Bengaluru,7128,2022-04-07 9:30
Japan,Kyoto,53217,2022-04-07 9:30
Mexico,Guadalajara,38016,2022-01-23 10:33
India,Bengaluru,12245,2022-06-23 05:15
China,Tianjin,23328,2022-04-07 9:30
United States,Washington,7126,2022-01-23 10:33
Brazil,Sao Paulo,1105,2022-04-07 9:30
Mexico,Mexico City,71683,2022-01-23 10:33
Germany,Hamburg,3660,2022-05-18 02:33
Mexico,Iztapalapa,24862,2022-01-23 10:33
United States,Philadelphia,70356,2022-05-18 02:33
United States,San Francisco,19240,2022-06-23 05:15
China,Beijing,30932,2022-01-23 10:33
Italy,Turin,54950,2022-04-07 9:30
Japan,Sapporo,21576,2022-04-07 9:30
Italy,Rome,7458,2022-06-23 05:15
Japan,Kyoto,33031,2022-04-07 9:30
Germany,Hamburg,12025,2022-01-23 10:33
Italy,Milan,38141,2022-06-23 05:15
South Korea,Busan,55409,2022-04-07 9:30
China,Shanghai,20592,2022-06-23 05:15
Mexico,Puebla,32175,2022-05-18 02:33
Brazil,Brasilia,44016,2022-04-07 9:30
United States,New York City,11,2022-06-23 05:15
France,Toulouse,14620,2022-05-18 02:33
South Korea,Busan,7579,2022-06-23 05:15
United States,San Jose,1146,2022-05-18 02:33
Italy,Rome,47850,2022-06-23 05:15
Mexico,Ecatepec de Morelos,6424,2022-01-23 10:33
Brazil,Fortaleza,44958,2022-04-07 9:30
Mexico,Ecatepec de Morelos,35152,2022-05-18 02:33
South Korea,Busan,42192,2022-05-18 02:33
